# De quien es cada armadura y cada mixi max (NOTAS O-172): solo ese personaje
# (por nombre, en cualquiera de sus versiones) puede llevarlo.
# Lo genera herramientas/construir_duenos_espiritus.py.
id,nombre,familia,identidad,personaje,fuente
DB4BF76D,Miximax Trans: Liu Bei,mixi,8A95C13C,Jean-Pierre Lapin,cp21+cp27
DB4BF76D,Miximax Trans: Liu Bei,mixi,9171AA97,Jean-Pierre Lapin,cp21
DB4BF76D,Miximax Trans: Liu Bei,mixi,B8B91E65,Jean-Pierre Lapin,cp21
AD102E75,Miximax Trans: Nobunaga,mixi,AAB46A8D,Riccardo Di Rigo,cp21+cp27
9A7AEC74,Miximax Trans: Papá,mixi,DB741762,Sor,cp21+cp27
1CDDB622,Miximax Trans: R. dragones,mixi,4EFBC29E,Goldie Lemmon,cp21+cp27
1CDDB622,Miximax Trans: R. dragones,mixi,551FA935,Goldie Lemmon,cp21
1CDDB622,Miximax Trans: R. dragones,mixi,7CD71DC7,Goldie Lemmon,cp21
1CDDB622,Miximax Trans: R. dragones,mixi,B0DD6F1B,Goldie Lemmon,cp15
1CDDB622,Miximax Trans: R. dragones,mixi,C26F2623,Goldie Lemmon,cp21+cp27
F2E895EF,Miximax Trans: Raika,mixi,00B5CE9C,Cade Shelby,cp21
F2E895EF,Miximax Trans: Raika,mixi,1B51A537,Cade Shelby,cp15
F2E895EF,Miximax Trans: Raika,mixi,97C5418A,Cade Shelby,cp15
F2E895EF,Miximax Trans: Raika,mixi,AEDD5F0D,Cade Shelby,cp21
9EBF8010,Miximax Trans: Rey Arturo,mixi,B3AF5BCC,Arion Sherwind,cp21+cp27
B15A1F0A,Miximax Trans: Rosa negra,mixi,1544474A,Flora,cp21+cp27
E8E45908,Miximax Trans: Tiranosaurio,mixi,0EDEBDDD,Fei Rune,cp15
A15F9BD9,Miximax Trans: Zeta,mixi,19B62C9E,Zanark Avalonic,cp21+cp27
A15F9BD9,Miximax Trans: Zeta,mixi,79D7E1C7,Zanark Avalonic,cp21+cp27
A15F9BD9,Miximax Trans: Zeta,mixi,8EC6A388,Zanark Avalonic,cp21
A15F9BD9,Miximax Trans: Zeta,mixi,9522C823,Zanark Avalonic,cp21+cp27
A15F9BD9,Miximax Trans: Zeta,mixi,A70E177A,Zanark Avalonic,cp21
A15F9BD9,Miximax Trans: Zeta,mixi,A8704325,Zanark Avalonic,cp15
63D55F1C,Miximax Trans: Zhuge Liang,mixi,6F08BCC1,Bai Long,change
EC21356C,Miximax Trans: Zhuge Liang,mixi,6F08BCC1,Bai Long,cp21+cp27
50595129,Miximax Trans: Zhuge Liang,mixi,D1B08725,Bai Long,change
DAB1BED3,Miximax Trans: Zhuge Liang,mixi,E39C587C,Bai Long,change
EA0858B0,Miximax Trans: Zhuge Liang,mixi,F87833D7,Bai Long,change
EC21356C,Miximax Trans: Zhuge Liang,mixi,DEAE22C0,Sol Daystar,change+cp21+cp27
